2.8010 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
23.3902 	EXP 	Created drift_trainPF = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='datasets/drift.png', interpolate=True, mask=None, maskParams=None, name='drift_trainPF', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.77864583, 1.        ]), texRes=128.0, units='height', win=Window(...))
23.5271 	EXP 	Sound start_trainPF set volume 1.000
23.5292 	EXP 	Created firstfixtrain = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='firstfixtrain', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.5307 	EXP 	Created digitpresentation_training = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='digitpresentation_training', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.5366 	EXP 	Created recall_train = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='recall_train', opacity=1.0, ori=0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='Respuesta:', units='height', win=Window(...), wrapWidth=1)
23.6168 	EXP 	window1: mouseVisible = True
23.8526 	EXP 	Created end_training = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='datasets/finpractica.png', interpolate=True, mask=None, maskParams=None, name='end_training', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.77864583, 1.        ]), texRes=128.0, units='height', win=Window(...))
24.1018 	EXP 	Created driftPF = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='datasets/drift.png', interpolate=True, mask=None, maskParams=None, name='driftPF', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.77864583, 1.        ]), texRes=128.0, units='height', win=Window(...))
24.1030 	EXP 	Sound startPF set volume 1.000
24.1047 	EXP 	Created first_fix = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='first_fix', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.1063 	EXP 	Created pres_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='pres_text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.1102 	EXP 	Created recall_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='recall_txt', opacity=1.0, ori=0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='Respuesta:', units='height', win=Window(...), wrapWidth=1)
24.1299 	EXP 	window1: mouseVisible = True
24.1400 	EXP 	Created Dificultad = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='Dificultad', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='¿Cuán difícil encontraste la tarea en general?', units='height', win=Window(...), wrapWidth=1)
24.1637 	EXP 	window1: mouseVisible = True
24.3807 	EXP 	Created dif_licker = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=0.0, labelColor=None, labelHeight=0.05000000000000001, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='dif_licker', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='radio', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
24.3901 	EXP 	Created thank_you = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='thank_you', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
24.4092 	EXP 	answ_train: autoLog = True
24.4092 	EXP 	answer_box: autoLog = True
24.4092 	EXP 	dif_licker: autoLog = True
24.4092 	EXP 	dif_licker: markerPos = None
24.4092 	EXP 	dif_licker: styleTweaks = []
24.4092 	EXP 	dif_licker: styleTweaks = []
24.4092 	EXP 	dif_licker: styleTweaks = []
24.4092 	EXP 	dif_licker: styleTweaks = []
24.4092 	EXP 	dif_licker: contrast = 1.0
24.4092 	EXP 	dif_licker: autoLog = True
24.4092 	EXP 	Bienvenida_text: autoDraw = True
24.4092 	EXP 	Bienvenida_img: autoDraw = True
25.2823 	EXP 	Imported datasets/instructions.xlsx as conditions, 3 conditions, 2 params
25.2827 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
25.2830 	EXP 	New trial (rep=0, index=0): {'instrucciones_pasiva': 'datasets/instruccion1_pasiva.png', 'instrucciones_activa': 'datasets/instruccion1_activa.png'}
25.3449 	DATA 	Keypress: space
25.3921 	EXP 	Bienvenida_text: autoDraw = False
25.3921 	EXP 	Bienvenida_img: autoDraw = False
25.3921 	EXP 	image: image = 'datasets/instruccion1_pasiva.png'
25.3921 	EXP 	image: autoDraw = True
32.4447 	EXP 	New trial (rep=0, index=1): {'instrucciones_pasiva': 'datasets/instruccion2.png', 'instrucciones_activa': 'datasets/instruccion2.png'}
32.4765 	DATA 	Keypress: space
32.4940 	EXP 	image: autoDraw = False
32.4940 	EXP 	image: image = 'datasets/instruccion2.png'
32.4940 	EXP 	image: autoDraw = True
34.4458 	EXP 	New trial (rep=0, index=2): {'instrucciones_pasiva': 'datasets/instruccion3.png', 'instrucciones_activa': 'datasets/instruccion3.png'}
34.4773 	DATA 	Keypress: space
34.4955 	EXP 	image: autoDraw = False
34.4955 	EXP 	image: image = 'datasets/instruccion3.png'
34.4955 	EXP 	image: autoDraw = True
35.4899 	EXP 	Imported datasets/training_pf.xlsx as conditions, 2 conditions, 4 params
35.4903 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
35.4906 	EXP 	New trial (rep=0, index=0): {'digitSpan_trainPF': 2, 'digits_trainPF': 83, 'fixation_time_trainPF': 0.55, 'answer_trainPF': 38.0}
35.4978 	DATA 	Keypress: space
35.5124 	EXP 	image: autoDraw = False
35.5124 	EXP 	firstfixtrain: height = 0.10000000000000002
35.5124 	EXP 	firstfixtrain: height = 0.10000000000000002
35.5124 	EXP 	firstfixtrain: text = '+'
35.5124 	EXP 	drift_trainPF: autoDraw = True
35.9879 	EXP 	firstfixtrain: autoDraw = True
36.0210 	EXP 	drift_trainPF: autoDraw = False
36.5309 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
36.5311 	EXP 	New trial (rep=0, index=0): None
36.5466 	EXP 	firstfixtrain: autoDraw = False
36.5466 	EXP 	drift_trainPF: autoDraw = False
36.5466 	EXP 	firstfixtrain: autoDraw = False
36.5466 	EXP 	digitpresentation_training: height = 0.10000000000000002
36.5466 	EXP 	digitpresentation_training: height = 0.10000000000000002
36.5466 	EXP 	digitpresentation_training: text = '8'
36.5466 	EXP 	digitpresentation_training: autoDraw = True
37.5306 	EXP 	New trial (rep=1, index=0): None
37.5466 	EXP 	digitpresentation_training: autoDraw = False
37.5466 	EXP 	digitpresentation_training: autoDraw = False
37.5466 	EXP 	digitpresentation_training: height = 0.10000000000000002
37.5466 	EXP 	digitpresentation_training: height = 0.10000000000000002
37.5466 	EXP 	digitpresentation_training: text = '3'
37.5466 	EXP 	digitpresentation_training: autoDraw = True
38.5632 	EXP 	digitpresentation_training: autoDraw = False
38.5632 	EXP 	digitpresentation_training: autoDraw = False
38.5632 	EXP 	recall_train: autoDraw = True
38.5632 	EXP 	answ_train: autoDraw = True
39.4279 	DATA 	Mouse: Left button down, pos=(570,239)
39.4297 	EXP 	New trial (rep=0, index=1): {'digitSpan_trainPF': 2, 'digits_trainPF': 16, 'fixation_time_trainPF': 0.55, 'answer_trainPF': 61.0}
39.4449 	EXP 	recall_train: autoDraw = False
39.4449 	EXP 	answ_train: autoDraw = False
39.4449 	EXP 	firstfixtrain: text = '+'
39.4449 	EXP 	drift_trainPF: autoDraw = True
39.5476 	DATA 	Mouse:  Left button up, pos=(570,239)
39.9191 	EXP 	firstfixtrain: autoDraw = True
39.9530 	EXP 	drift_trainPF: autoDraw = False
40.4631 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
40.4633 	EXP 	New trial (rep=0, index=0): None
40.4787 	EXP 	firstfixtrain: autoDraw = False
40.4787 	EXP 	drift_trainPF: autoDraw = False
40.4787 	EXP 	firstfixtrain: autoDraw = False
40.4787 	EXP 	digitpresentation_training: height = 0.10000000000000002
40.4787 	EXP 	digitpresentation_training: height = 0.10000000000000002
40.4787 	EXP 	digitpresentation_training: text = '1'
40.4787 	EXP 	digitpresentation_training: autoDraw = True
41.4629 	EXP 	New trial (rep=1, index=0): None
41.4787 	EXP 	digitpresentation_training: autoDraw = False
41.4787 	EXP 	digitpresentation_training: autoDraw = False
41.4787 	EXP 	digitpresentation_training: height = 0.10000000000000002
41.4787 	EXP 	digitpresentation_training: height = 0.10000000000000002
41.4787 	EXP 	digitpresentation_training: text = '6'
41.4787 	EXP 	digitpresentation_training: autoDraw = True
42.4790 	EXP 	digitpresentation_training: autoDraw = False
42.4790 	EXP 	digitpresentation_training: autoDraw = False
42.4790 	EXP 	recall_train: autoDraw = True
42.4790 	EXP 	answ_train: autoDraw = True
43.3948 	DATA 	Mouse: Left button down, pos=(570,239)
43.4111 	EXP 	recall_train: autoDraw = False
43.4111 	EXP 	answ_train: autoDraw = False
43.4111 	EXP 	end_training: autoDraw = True
43.5985 	DATA 	Mouse:  Left button up, pos=(570,239)
46.0156 	EXP 	Imported datasets/Dataset_PF.xlsx as conditions, 16 conditions, 4 params
46.0162 	EXP 	Created sequence: sequential, trialTypes=16, nReps=1, seed=None
46.0166 	EXP 	New trial (rep=0, index=0): {'digitSpan_PF': 3, 'digits_PF': 489.0, 'fixation_time_PF': 0.55, 'answer_PF': 984.0}
46.0205 	DATA 	Keypress: space
46.0381 	EXP 	end_training: autoDraw = False
46.0381 	EXP 	first_fix: height = 0.10000000000000002
46.0381 	EXP 	first_fix: height = 0.10000000000000002
46.0381 	EXP 	first_fix: text = '+'
46.0381 	EXP 	driftPF: autoDraw = True
46.5298 	EXP 	first_fix: autoDraw = True
46.5468 	EXP 	driftPF: autoDraw = False
47.0735 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
47.0737 	EXP 	New trial (rep=0, index=0): None
47.0892 	EXP 	first_fix: autoDraw = False
47.0892 	EXP 	driftPF: autoDraw = False
47.0892 	EXP 	first_fix: autoDraw = False
47.0892 	EXP 	pres_text: height = 0.10000000000000002
47.0892 	EXP 	pres_text: height = 0.10000000000000002
47.0892 	EXP 	pres_text: text = '4'
47.0892 	EXP 	pres_text: autoDraw = True
48.0736 	EXP 	New trial (rep=1, index=0): None
48.0897 	EXP 	pres_text: autoDraw = False
48.0897 	EXP 	pres_text: autoDraw = False
48.0897 	EXP 	pres_text: height = 0.10000000000000002
48.0897 	EXP 	pres_text: height = 0.10000000000000002
48.0897 	EXP 	pres_text: text = '8'
48.0897 	EXP 	pres_text: autoDraw = True
49.0736 	EXP 	New trial (rep=2, index=0): None
49.0899 	EXP 	pres_text: autoDraw = False
49.0899 	EXP 	pres_text: autoDraw = False
49.0899 	EXP 	pres_text: height = 0.10000000000000002
49.0899 	EXP 	pres_text: height = 0.10000000000000002
49.0899 	EXP 	pres_text: text = '9'
49.0899 	EXP 	pres_text: autoDraw = True
50.0894 	EXP 	pres_text: autoDraw = False
50.0894 	EXP 	pres_text: autoDraw = False
50.0894 	EXP 	recall_txt: autoDraw = True
50.0894 	EXP 	answer_box: autoDraw = True
51.4291 	DATA 	Mouse: Left button down, pos=(595,225)
51.4311 	EXP 	New trial (rep=0, index=1): {'digitSpan_PF': 3, 'digits_PF': 235.0, 'fixation_time_PF': 0.55, 'answer_PF': 532.0}
51.4458 	EXP 	recall_txt: autoDraw = False
51.4458 	EXP 	answer_box: autoDraw = False
51.4458 	EXP 	first_fix: text = '+'
51.4458 	EXP 	driftPF: autoDraw = True
51.5487 	DATA 	Mouse:  Left button up, pos=(595,225)
51.9201 	EXP 	first_fix: autoDraw = True
51.9544 	EXP 	driftPF: autoDraw = False
52.4651 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
52.4653 	EXP 	New trial (rep=0, index=0): None
52.4809 	EXP 	first_fix: autoDraw = False
52.4809 	EXP 	driftPF: autoDraw = False
52.4809 	EXP 	first_fix: autoDraw = False
52.4809 	EXP 	pres_text: height = 0.10000000000000002
52.4809 	EXP 	pres_text: height = 0.10000000000000002
52.4809 	EXP 	pres_text: text = '2'
52.4809 	EXP 	pres_text: autoDraw = True
53.4652 	EXP 	New trial (rep=1, index=0): None
53.4813 	EXP 	pres_text: autoDraw = False
53.4813 	EXP 	pres_text: autoDraw = False
53.4813 	EXP 	pres_text: height = 0.10000000000000002
53.4813 	EXP 	pres_text: height = 0.10000000000000002
53.4813 	EXP 	pres_text: text = '3'
53.4813 	EXP 	pres_text: autoDraw = True
54.4653 	EXP 	New trial (rep=2, index=0): None
54.4812 	EXP 	pres_text: autoDraw = False
54.4812 	EXP 	pres_text: autoDraw = False
54.4812 	EXP 	pres_text: height = 0.10000000000000002
54.4812 	EXP 	pres_text: height = 0.10000000000000002
54.4812 	EXP 	pres_text: text = '5'
54.4812 	EXP 	pres_text: autoDraw = True
55.4812 	EXP 	pres_text: autoDraw = False
55.4812 	EXP 	pres_text: autoDraw = False
55.4812 	EXP 	recall_txt: autoDraw = True
55.4812 	EXP 	answer_box: autoDraw = True
56.4201 	DATA 	Mouse: Left button down, pos=(595,225)
56.4331 	EXP 	New trial (rep=0, index=2): {'digitSpan_PF': 4, 'digits_PF': 6810.0, 'fixation_time_PF': 0.55, 'answer_PF': 186.0}
56.4486 	EXP 	recall_txt: autoDraw = False
56.4486 	EXP 	answer_box: autoDraw = False
56.4486 	EXP 	first_fix: text = '+'
56.4486 	EXP 	driftPF: autoDraw = True
56.5510 	DATA 	Mouse:  Left button up, pos=(595,225)
56.9230 	EXP 	first_fix: autoDraw = True
56.9577 	EXP 	driftPF: autoDraw = False
57.4666 	EXP 	Created sequence: sequential, trialTypes=1, nReps=4, seed=None
57.4668 	EXP 	New trial (rep=0, index=0): None
57.4824 	EXP 	first_fix: autoDraw = False
57.4824 	EXP 	driftPF: autoDraw = False
57.4824 	EXP 	first_fix: autoDraw = False
57.4824 	EXP 	pres_text: height = 0.10000000000000002
57.4824 	EXP 	pres_text: height = 0.10000000000000002
57.4824 	EXP 	pres_text: text = '6'
57.4824 	EXP 	pres_text: autoDraw = True
58.4665 	EXP 	New trial (rep=1, index=0): None
58.4824 	EXP 	pres_text: autoDraw = False
58.4824 	EXP 	pres_text: autoDraw = False
58.4824 	EXP 	pres_text: height = 0.10000000000000002
58.4824 	EXP 	pres_text: height = 0.10000000000000002
58.4824 	EXP 	pres_text: text = '8'
58.4824 	EXP 	pres_text: autoDraw = True
59.4664 	EXP 	New trial (rep=2, index=0): None
59.4826 	EXP 	pres_text: autoDraw = False
59.4826 	EXP 	pres_text: autoDraw = False
59.4826 	EXP 	pres_text: height = 0.10000000000000002
59.4826 	EXP 	pres_text: height = 0.10000000000000002
59.4826 	EXP 	pres_text: text = '1'
59.4826 	EXP 	pres_text: autoDraw = True
60.4664 	EXP 	New trial (rep=3, index=0): None
60.4824 	EXP 	pres_text: autoDraw = False
60.4824 	EXP 	pres_text: autoDraw = False
60.4824 	EXP 	pres_text: height = 0.10000000000000002
60.4824 	EXP 	pres_text: height = 0.10000000000000002
60.4824 	EXP 	pres_text: text = '0'
60.4824 	EXP 	pres_text: autoDraw = True
61.4996 	EXP 	pres_text: autoDraw = False
61.4996 	EXP 	pres_text: autoDraw = False
61.4996 	EXP 	recall_txt: autoDraw = True
61.4996 	EXP 	answer_box: autoDraw = True
62.1791 	DATA 	Mouse: Left button down, pos=(595,225)
62.1807 	EXP 	New trial (rep=0, index=3): {'digitSpan_PF': 4, 'digits_PF': 3168.0, 'fixation_time_PF': 0.55, 'answer_PF': 8613.0}
62.1955 	EXP 	recall_txt: autoDraw = False
62.1955 	EXP 	answer_box: autoDraw = False
62.1955 	EXP 	first_fix: text = '+'
62.1955 	EXP 	driftPF: autoDraw = True
62.2976 	DATA 	Mouse:  Left button up, pos=(595,225)
62.6693 	EXP 	first_fix: autoDraw = True
62.7031 	EXP 	driftPF: autoDraw = False
63.2131 	EXP 	Created sequence: sequential, trialTypes=1, nReps=4, seed=None
63.2134 	EXP 	New trial (rep=0, index=0): None
63.2296 	EXP 	first_fix: autoDraw = False
63.2296 	EXP 	driftPF: autoDraw = False
63.2296 	EXP 	first_fix: autoDraw = False
63.2296 	EXP 	pres_text: height = 0.10000000000000002
63.2296 	EXP 	pres_text: height = 0.10000000000000002
63.2296 	EXP 	pres_text: text = '3'
63.2296 	EXP 	pres_text: autoDraw = True
64.2295 	EXP 	New trial (rep=1, index=0): None
64.2454 	EXP 	pres_text: autoDraw = False
64.2454 	EXP 	pres_text: height = 0.10000000000000002
64.2454 	EXP 	pres_text: height = 0.10000000000000002
64.2454 	EXP 	pres_text: text = '1'
64.2454 	EXP 	pres_text: autoDraw = True
65.2295 	EXP 	New trial (rep=2, index=0): None
65.2456 	EXP 	pres_text: autoDraw = False
65.2456 	EXP 	pres_text: height = 0.10000000000000002
65.2456 	EXP 	pres_text: height = 0.10000000000000002
65.2456 	EXP 	pres_text: text = '6'
65.2456 	EXP 	pres_text: autoDraw = True
66.2294 	EXP 	New trial (rep=3, index=0): None
66.2459 	EXP 	pres_text: autoDraw = False
66.2459 	EXP 	pres_text: height = 0.10000000000000002
66.2459 	EXP 	pres_text: height = 0.10000000000000002
66.2459 	EXP 	pres_text: text = '8'
66.2459 	EXP 	pres_text: autoDraw = True
67.2459 	EXP 	pres_text: autoDraw = False
67.2459 	EXP 	recall_txt: autoDraw = True
67.2459 	EXP 	answer_box: autoDraw = True
68.4245 	DATA 	Mouse: Left button down, pos=(595,225)
68.4342 	EXP 	New trial (rep=0, index=4): {'digitSpan_PF': 5, 'digits_PF': 81423.0, 'fixation_time_PF': 0.55, 'answer_PF': 32418.0}
68.4492 	EXP 	recall_txt: autoDraw = False
68.4492 	EXP 	answer_box: autoDraw = False
68.4492 	EXP 	first_fix: text = '+'
68.4492 	EXP 	driftPF: autoDraw = True
68.5522 	DATA 	Mouse:  Left button up, pos=(595,225)
68.9238 	EXP 	first_fix: autoDraw = True
68.9575 	EXP 	driftPF: autoDraw = False
69.4676 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
69.4678 	EXP 	New trial (rep=0, index=0): None
69.4833 	EXP 	first_fix: autoDraw = False
69.4833 	EXP 	driftPF: autoDraw = False
69.4833 	EXP 	first_fix: autoDraw = False
69.4833 	EXP 	pres_text: text = '8'
69.4833 	EXP 	pres_text: autoDraw = True
70.4677 	EXP 	New trial (rep=1, index=0): None
70.4832 	EXP 	pres_text: autoDraw = False
70.4832 	EXP 	pres_text: autoDraw = False
70.4832 	EXP 	pres_text: height = 0.10000000000000002
70.4832 	EXP 	pres_text: height = 0.10000000000000002
70.4832 	EXP 	pres_text: text = '1'
70.4832 	EXP 	pres_text: autoDraw = True
71.4669 	EXP 	New trial (rep=2, index=0): None
71.4834 	EXP 	pres_text: autoDraw = False
71.4834 	EXP 	pres_text: autoDraw = False
71.4834 	EXP 	pres_text: height = 0.10000000000000002
71.4834 	EXP 	pres_text: height = 0.10000000000000002
71.4834 	EXP 	pres_text: text = '4'
71.4834 	EXP 	pres_text: autoDraw = True
72.4672 	EXP 	New trial (rep=3, index=0): None
72.4835 	EXP 	pres_text: autoDraw = False
72.4835 	EXP 	pres_text: autoDraw = False
72.4835 	EXP 	pres_text: height = 0.10000000000000002
72.4835 	EXP 	pres_text: height = 0.10000000000000002
72.4835 	EXP 	pres_text: text = '2'
72.4835 	EXP 	pres_text: autoDraw = True
73.4673 	EXP 	New trial (rep=4, index=0): None
73.4834 	EXP 	pres_text: autoDraw = False
73.4834 	EXP 	pres_text: autoDraw = False
73.4834 	EXP 	pres_text: height = 0.10000000000000002
73.4834 	EXP 	pres_text: height = 0.10000000000000002
73.4834 	EXP 	pres_text: text = '3'
73.4834 	EXP 	pres_text: autoDraw = True
74.4835 	EXP 	pres_text: autoDraw = False
74.4835 	EXP 	pres_text: autoDraw = False
74.4835 	EXP 	recall_txt: autoDraw = True
74.4835 	EXP 	answer_box: autoDraw = True
80.2638 	DATA 	Mouse: Left button down, pos=(595,225)
80.2654 	EXP 	New trial (rep=0, index=5): {'digitSpan_PF': 5, 'digits_PF': 90736.0, 'fixation_time_PF': 0.55, 'answer_PF': 63709.0}
80.2798 	EXP 	recall_txt: autoDraw = False
80.2798 	EXP 	answer_box: autoDraw = False
80.2798 	EXP 	first_fix: text = '+'
80.2798 	EXP 	driftPF: autoDraw = True
80.3830 	DATA 	Mouse:  Left button up, pos=(595,225)
80.7545 	EXP 	first_fix: autoDraw = True
80.7883 	EXP 	driftPF: autoDraw = False
81.2994 	EXP 	Created sequence: sequential, trialTypes=1, nReps=5, seed=None
81.2998 	EXP 	New trial (rep=0, index=0): None
81.3144 	EXP 	first_fix: autoDraw = False
81.3144 	EXP 	driftPF: autoDraw = False
81.3144 	EXP 	first_fix: autoDraw = False
81.3144 	EXP 	pres_text: height = 0.10000000000000002
81.3144 	EXP 	pres_text: height = 0.10000000000000002
81.3144 	EXP 	pres_text: text = '9'
81.3144 	EXP 	pres_text: autoDraw = True
82.2985 	EXP 	New trial (rep=1, index=0): None
82.3145 	EXP 	pres_text: autoDraw = False
82.3145 	EXP 	pres_text: autoDraw = False
82.3145 	EXP 	pres_text: height = 0.10000000000000002
82.3145 	EXP 	pres_text: height = 0.10000000000000002
82.3145 	EXP 	pres_text: text = '0'
82.3145 	EXP 	pres_text: autoDraw = True
83.2984 	EXP 	New trial (rep=2, index=0): None
